,TeenBirthRate,ZipCode,TotalBirths2012-2014,PrematureBirth,LowBirthWeight
1372,23.9,10703,766.0,12.1,7.8
1373,14.3,10704,1193.0,10.1,7.0
1374,30.5,10705,1730.0,13.0,8.6
1375,2.1,10706,161.0,13.7,8.7
1376,1.1,10707,368.0,13.4,5.4
1377,0.7,10708,684.0,10.9,7.5
1378,0.0,10709,222.0,10.1,4.5
1379,9.8,10710,846.0,11.5,8.4
1380,18.1,10801,1601.0,11.4,8.1
1381,2.1,10803,318.0,8.5,4.4
1382,0.0,10804,374.0,13.4,8.6
1383,9.4,10805,592.0,12.7,9.0
1385,17.9,14009,167.0,9.6,2.4
1386,15.2,14011,183.0,12.6,7.1
1387,19.3,14024,54.0,5.8,5.6
1388,0.0,14037,23.0,4.3,0.0
1389,11.5,14066,42.0,7.1,2.4
1390,,14082,22.0,4.5,9.1
1391,,14113,19.0,0.0,0.0
1392,0.0,14145,37.0,2.7,2.7
1393,7.4,14167,41.0,12.2,2.4
1394,22.6,14427,80.0,8.8,7.5
1395,15.2,14530,179.0,10.1,7.3
1396,,14536,24.0,0.0,0.0
1397,31.0,14550,51.0,9.8,7.8
1398,16.8,14569,173.0,11.6,10.4
1399,5.6,14591,45.0,6.7,4.4
1401,13.6,14418,50.0,4.0,8.0
1402,0.0,14478,22.0,9.1,4.5
1403,0.0,14507,33.0,3.0,0.0
1404,12.9,14527,493.0,4.1,3.0
1405,8.7,14544,69.0,5.8,1.4
1406,10.6,14837,220.0,9.1,7.7
1407,0.0,14842,35.0,0.0,0.0
1409,35.7,10451,2322.0,11.6,8.5
1410,37.6,10452,4064.0,11.6,8.6
1411,34.9,10453,4132.0,11.9,8.3
1412,36.5,10454,1982.0,12.3,8.7
1413,37.7,10455,2111.0,10.9,8.7
1414,41.3,10456,4812.0,12.4,10.2
1415,39.8,10457,4100.0,13.9,10.4
1416,33.1,10458,4078.0,12.8,10.0
1417,36.1,10459,2414.0,11.8,9.4
1418,31.7,10460,2766.0,13.2,10.5
1419,20.4,10461,1940.0,11.4,9.2
1420,25.4,10462,3662.0,10.7,9.3
1421,16.7,10463,2673.0,10.3,8.2
1422,8.8,10464,84.0,9.8,7.1
1423,13.3,10465,1202.0,11.2,7.7
1424,24.2,10466,2721.0,12.4,10.3
1425,29.2,10467,4480.0,11.8,9.3
1426,36.2,10468,3744.0,11.7,8.9
1427,21.4,10469,2367.0,10.8,9.8
1428,26.5,10470,629.0,10.8,9.1
1429,3.3,10471,680.0,7.2,6.5
1430,35.4,10472,3313.0,12.4,8.4
1431,24.3,10473,2117.0,13.5,11.4
1432,34.9,10474,610.0,12.7,8.2
1433,11.7,10475,934.0,14.5,12.5
1435,7.6,11201,2929.0,10.2,8.2
1436,13.9,11203,2753.0,14.9,12.3
1437,13.1,11204,4587.0,8.4,6.2
1438,18.3,11205,2963.0,8.3,6.7
1439,25.8,11206,4478.0,8.9,6.5
1440,30.3,11207,4158.0,14.2,11.2
1441,28.8,11208,4617.0,13.6,10.4
1442,12.9,11209,3043.0,10.4,7.4
1443,13.4,11210,2831.0,11.9,9.3
1444,26.7,11211,6600.0,7.2,5.0
1445,30.5,11212,3996.0,16.2,11.9
1446,21.6,11213,3270.0,10.7,8.3
1447,10.9,11214,3692.0,9.0,6.3
1448,11.1,11215,3182.0,7.7,5.2
1449,27.5,11216,1874.0,13.1,10.1
1450,23.9,11217,1758.0,10.0,7.7
1451,17.8,11218,4282.0,9.3,7.2
1452,20.2,11219,8896.0,6.6,4.7
1453,30.3,11220,8712.0,8.2,5.3
1454,28.1,11221,3210.0,13.6,9.8
1455,13.5,11222,1208.0,8.1,6.4
1456,20.9,11223,3735.0,9.7,6.9
1457,25.8,11224,1489.0,14.1,10.9
1458,14.5,11225,2379.0,12.2,8.8
1459,24.4,11226,4433.0,14.8,10.8
1460,8.7,11228,1549.0,9.3,6.5
1461,10.3,11229,3002.0,9.7,7.1
1462,15.8,11230,5005.0,8.7,6.6
1463,18.3,11231,1858.0,9.6,7.4
1464,37.3,11232,1448.0,10.7,7.9
1465,27.1,11233,2812.0,13.8,11.3
1466,8.7,11234,3052.0,11.8,8.5
1467,13.3,11235,3039.0,10.5,6.5
1468,13.8,11236,3469.0,15.0,11.7
1469,37.1,11237,2289.0,11.8,6.9
1470,25.7,11238,2194.0,10.2,8.2
1471,19.2,11239,394.0,14.8,11.2
1473,5.7,10001,527.0,10.5,11.0
1474,17.7,10002,3044.0,8.9,6.6
1475,0.6,10003,1268.0,9.7,8.7
1476,0.0,10004,195.0,8.7,6.7
1477,0.0,10005,364.0,10.7,6.0
1478,,10006,141.0,10.6,14.2
1479,0.0,10007,1107.0,10.4,7.0
1480,18.4,10009,1313.0,9.8,8.0
1481,1.2,10010,961.0,9.8,8.6
1482,4.7,10011,1361.0,10.6,8.7
1483,2.9,10012,556.0,8.5,6.3
1484,2.0,10013,1247.0,11.0,7.9
1485,3.2,10014,819.0,9.8,7.8
1486,4.7,10016,1671.0,9.4,9.3
1487,3.4,10017,493.0,9.6,8.1
1488,3.0,10018,223.0,5.8,4.0
1489,15.8,10019,1419.0,9.6,8.9
1490,0.6,10021,1899.0,11.3,8.1
1491,2.3,10022,1002.0,10.7,8.0
1492,3.8,10023,3031.0,8.4,7.7
1493,5.1,10024,2138.0,10.0,8.4
1494,8.6,10025,2932.0,10.1,8.8
1495,19.7,10026,1430.0,12.6,9.9
1496,9.5,10027,2065.0,11.6,10.3
1497,6.6,10028,1472.0,8.9,7.1
1498,23.7,10029,2839.0,13.1,10.4
1499,26.7,10030,1086.0,15.5,11.9
1500,22.2,10031,1990.0,10.6,8.0
1501,30.2,10032,2112.0,12.1,8.6
1502,25.7,10033,2029.0,10.6,8.5
1503,22.8,10034,1553.0,9.7,6.7
1504,30.6,10035,1417.0,13.3,10.5
1505,7.9,10036,641.0,9.1,6.2
1506,24.2,10037,685.0,12.2,8.9
1507,6.0,10038,711.0,11.2,6.8
1508,26.2,10039,1127.0,13.3,8.9
1509,24.7,10040,1641.0,11.1,7.9
1510,3.7,10044,416.0,10.4,5.0
1511,2.2,10065,1359.0,9.9,8.9
1512,1.6,10075,836.0,10.6,7.5
1513,2.5,10128,2098.0,10.0,7.7
1514,0.0,10280,441.0,7.5,6.3
